Name,Worth,Age,Country,Self_Made,dropped_out,bachelors_degree,masters_degree,MBA,phd_or_professional_degree,other_degrees,joining_year,no_of_times_on_list,no_of_times_left,no_of_comebacks,longest_time_away,Sector,Gender,detail1,detail2,number_of_degress,presence_on_list,Continent/Region
Paul Foster,1.4,59,United States,Y,N,Y,N,N,N,NA,2008,6,1,1,4,Oil,,"oil refining, Self Made","Bachelor of Arts / Science, Baylor University",1,60%,North America
Fu Mingkang,1.4,54,China,Y,,,,,,,2017,1,0,0,0,Manufacturing,,"manufacturing, Self Made",NA,NA,100%,Asia
Victor Fung,1.4,71,United States,N,N,Y,N,N,Y,NA,2007,11,0,0,0,Logistics,,trading company,"Bachelor of Arts / Science, Massachusetts Institute of Technology; Doctorate, Harvard University",2,100%,North America
Reinold Geiger,1.4,69,Austria,Y,N,N,N,Y,N,NA,2011,7,0,0,0,Fashion and Retail,,"beauty products, Self Made","Master of Business Administration, INSEAD",1,100%,Europe
Radhe Shyam Goenka,1.4,71,India,Y,N,N,N,N,Y,NA,2015,3,0,0,0,Retail,,"consumer goods, Self Made","LLB, Calcutta University; M.Com, Calcutta University",2,100%,Asia
Gu Wei,1.4,52,China,Y,,,,,,,2007,6,2,2,3,Fashion and Retail,,"consumer electronics, Self Made",NA,NA,55%,Asia
Han Tao,1.4,56,China,Y,,,,,,,2016,2,0,0,0,Manufacturing,,"electronics components, Self Made",NA,NA,100%,Asia
Hans-Werner Hector,1.4,77,Germany,Y,N,N,Y,N,N,NA,2007,11,0,0,0,Technology,,"SAP, Self Made","Master of Science, University of Saarland",1,100%,Europe
Ilkka Herlin,1.4,58,Finland,N,,,,,,,2014,4,0,0,0,Manufacturing,,"elevators, escalators",NA,NA,100%,Europe
Niklas Herlin,1.4,53,Finland,N,,,,,,,2014,4,0,0,0,Manufacturing,,"elevators, escalators",NA,NA,100%,Europe
Alan Howard,1.4,53,United Kingdom,Y,N,N,Y,N,N,NA,2010,8,0,0,0,Investments,,"hedge funds, Self Made","Master of Science, Imperial College London",1,100%,Europe
Huang Wen Tsai,1.4,63,China,Y,,,,,,,2011,4,2,2,2,Real Estate,,"real estate, Self Made",NA,NA,57%,Asia
Huang Wenji,1.4,48,China,Y,,,,,,,2016,2,0,0,0,Manufacturing,,"umbrellas, Self Made",NA,NA,100%,Asia
Hal Jackman,1.4,84,Canada,Y,,,,,,,2015,3,0,0,0,Investments,,"insurance, investments, Self Made",NA,NA,100%,North America
Devendra Jain,1.4,88,India,N,N,Y,N,N,N,NA,2015,3,0,0,0,Manufacturing,,chemicals,"Bachelor of Arts / Science, Delhi University",1,100%,Asia
Ji Qi,1.4,50,China,Y,,,,,,,2017,1,0,0,0,Real Estate,,"hotels, motels, Self Made",NA,NA,100%,Asia
Jiang Wei,1.4,55,China,Y,,,,,,,2014,4,0,0,0,Health care,,"pharmaceuticals, Self Made",NA,NA,100%,Asia
Jiang Yehua,1.4,54,China,Y,,,,,,,2017,1,0,0,0,Real Estate,,"real estate, Self Made",NA,NA,100%,Asia
Ronald Joyce,1.4,86,Canada,Y,,,,,,,2013,5,0,0,0,Diversified,,"restaurants, Self Made",NA,NA,100%,North America
T.S. Kalyanaraman,1.4,69,India,Y,,,,,,,2013,5,0,0,0,Fashion and Retail,,"jewelry, Self Made",NA,NA,100%,Asia
Keeree Kanjanapas,1.4,67,Thailand,Y,,,,,,,2013,5,0,0,0,Real Estate,,"transportation, Self Made",NA,NA,100%,Asia
Friedrich Knapp,1.4,65,Germany,Y,,,,,,,2015,3,0,0,0,Fashion and Retail,,"fashion retail, Self Made",NA,NA,100%,Europe
Pyotr Kondrashev,1.4,67,Russia,Y,N,Y,N,N,N,NA,2008,9,1,1,1,Manufacturing,,"fertilizers, Self Made","Bachelor of Science in Engineering, Magnitogorsk Mining<U+00A0>and Metallurgical Institute",1,90%,Europe
Michael Krasny,1.4,63,United States,Y,N,Y,N,N,N,NA,2007,11,0,0,0,Technology,,"retail, Self Made","Bachelor of Arts / Science, University of Illinois, Urbana-Champaign",1,100%,North America
Guy Laliberte,1.4,57,Canada,Y,,,,,,,2007,11,0,0,0,Media,,"Cirque du Soleil, Self Made",NA,NA,100%,North America
Peter Leibinger,1.4,50,Germany,N,,,,,,,2016,2,0,0,0,Construction and Engineering,,machine tools,NA,NA,100%,Europe
Regine Leibinger,1.4,54,Germany,N,,,,,,,2016,2,0,0,0,Construction and Engineering,,machine tools,NA,NA,100%,Europe
Lin Ming-Hsiung,1.4,67,Taiwan,Y,,,,,,,2014,4,0,0,0,Retail,,"supermarkets, Self Made",NA,NA,100%,Asia
Liu Bing,1.4,48,China,Y,,,,,,,2017,1,0,0,0,Retail,,"retail, Self Made",NA,NA,100%,Asia
Liu Xuejing,1.4,66,China,Y,,,,,,,2013,4,1,1,1,Metals and Mining,,"copper, poultry, Self Made",NA,NA,80%,Asia
Lo Siu Yu,1.4,47,Hong Kong,Y,,,,,,,2015,3,0,0,0,Retail,,"conglomerate, Self Made",NA,NA,100%,Asia
Anatoly Lomakin,1.4,64,Russia,Y,N,Y,N,N,N,NA,2010,8,0,0,0,Metals and Mining,,"fertilizers, Self Made","Bachelor of Arts / Science, Moscow Institute of International Relations",1,100%,Europe
Lou Zhongfu,1.4,63,China,Y,,,,,,,2015,2,1,1,1,Real Estate,,"real estate, Self Made",NA,NA,67%,Asia
Gary Magness,1.4,63,United States,N,Y,N,N,N,N,NA,2007,10,1,1,1,Media,,"cable TV, investments","Drop Out, Western State College of Colorado",0,91%,North America
Ziyavudin Magomedov,1.4,48,Russia,Y,N,Y,N,N,N,NA,2014,2,1,1,2,Logistics,,"port, gas, Self Made","Bachelor of Arts / Science, Moscow State University",1,50%,Europe
Lachhman Das Mittal,1.4,86,India,N,N,Y,Y,N,N,NA,2014,4,0,0,0,Automotive,,tractors,"Bachelor of Arts / Science, Punjab University; Master of Arts, Punjab University",2,100%,Asia
Rubens Ometto Silveira Mello,1.4,67,Brazil,N,N,Y,N,N,N,NA,2007,9,2,2,1,Energy,,"sugar, ethanol","Bachelor of Engineering, Polytechnic School of the University of Sao Paulo",1,82%,South America
Lirio Parisotto,1.4,63,Brazil,Y,,,,,,,2012,6,0,0,0,Investments,,"investments, Self Made",NA,NA,100%,South America
Peng Jianhu,1.4,60,China,Y,,,,,,,2016,2,0,0,0,Retail,,"tourism, Self Made",NA,NA,100%,Asia
Markus Persson,1.4,37,Sweden,Y,,,,,,,2015,3,0,0,0,Gaming,,"computer games, Self Made",NA,NA,100%,Europe
Alberto Prada,1.4,n/a,Italy,N,,,,,,,2015,3,0,0,0,Retail,,luxury goods,NA,NA,100%,Europe
Marina Prada,1.4,n/a,Italy,N,,,,,,,2015,3,0,0,0,Retail,,luxury goods,NA,NA,100%,Europe
Forrest Preston,1.4,84,United States,Y,N,N,N,N,N,Y,2015,3,0,0,0,Health care,,"health care, Self Made",Walla Walla College; Oregon State University,2,100%,North America
"Nicholas Pritzker, II.",1.4,73,United States,N,N,Y,N,N,Y,NA,2007,10,1,1,1,Real Estate,,"hotels, investments","Bachelor of Arts / Science, Lake Forest College; Doctor of Jurisprudence, University of Chicago",2,91%,North America
Dmitry Pumpyansky,1.4,53,Russia,Y,N,N,Y,N,N,NA,2007,9,2,2,1,Metals and Mining,,"steel pipes, Self Made","Master of Science, Ural State Technical University",1,82%,Europe
Que Wenbin,1.4,53,China,Y,,,,,,,2012,6,0,0,0,Health care,,"pharmaceuticals, Self Made",NA,NA,100%,Asia
Megdet Rahimkulov,1.4,71,Russia,Y,N,Y,N,N,N,NA,2008,8,2,2,1,Investments,,"investments, Self Made","Bachelor of Arts / Science, State University of Management",1,80%,Europe
Jerry Reinsdorf,1.4,81,United States,Y,N,Y,N,N,N,NA,2015,3,0,0,0,Sports,,"sports teams, Self Made","Bachelor of Arts / Science, George Washington University; Law Degree, Northwestern University",2,100%,North America
Clayton Riddell,1.4,79,Canada,Y,N,Y,N,N,N,NA,2007,9,2,2,1,Energy,,"oil & gas, Self Made","Bachelor of Arts / Science, University of Manitoba",1,82%,North America
Remo Ruffini,1.4,55,Italy,Y,,,,,,,2014,4,0,0,0,Fashion and Retail,,"winter jackets, Self Made",NA,NA,100%,Europe
Rodney Sacks,1.4,67,United States,Y,,,,,,,2015,3,0,0,0,Food and Beverage,,"energy drinks, Self Made",NA,NA,100%,North America
Jean Salata,1.4,51,Chile,Y,,,,,,,2017,1,0,0,0,Finance,,"finance, Self Made",NA,NA,100%,South America
Sheryl Sandberg,1.4,47,United States,Y,N,Y,N,Y,N,NA,2014,4,0,0,0,Technology,,"Facebook, Self Made","Bachelor of Arts / Science, Harvard University; Master of Business Administration, Harvard Business School",2,100%,North America
Eddy Kusnadi Sariaatmadja,1.4,63,Indonesia,Y,,,,,,,2015,3,0,0,0,Media,,"media, tech, Self Made",NA,NA,100%,Asia
Leonard Schleifer,1.4,64,United States,Y,N,Y,N,N,Y,NA,2014,4,0,0,0,Health care,,"pharmaceuticals, Self Made","Bachelor of Arts / Science, Cornell University; Medical Doctor, University of Virginia; Ph.D, University of Virginia",3,100%,North America
Bhadresh Shah,1.4,65,India,Y,N,Y,N,N,N,NA,2015,2,1,1,1,Construction and Engineering,,"engineering, Self Made","Bachelor of Science in Engineering, Indian Institute of Technology",1,67%,Asia
Nobutoshi Shimamura,1.4,91,Japan,Y,,,,,,,2010,5,1,1,3,Retail,,"retail, Self Made",NA,NA,63%,Asia
Rajju Shroff,1.4,83,India,Y,N,Y,N,N,N,NA,2017,1,0,0,0,Manufacturing,,"agrochemicals, Self Made","Bachelor of Arts / Science, Bombay University",1,100%,Asia
Peter Sperling,1.4,57,United States,N,N,N,N,N,N,Y,2007,11,0,0,0,Service,,education,NA,NA,100%,North America
Manny Stul,1.4,n/a,Australia,Y,N,N,N,N,N,N,2017,1,0,0,0,Retail,,"toys, Self Made","High School Graduate, High School",1,100%,Oceania
Wilma Tisch,1.4,89,United States,N,N,Y,N,N,N,NA,2007,11,0,0,0,Investments,,diversified,"Bachelor of Arts / Science, Skidmore College",1,100%,North America
Kenny Troutt,1.4,69,United States,Y,N,Y,N,N,N,NA,2007,11,0,0,0,Telecom,,"telecom, Self Made","Bachelor of Arts / Science, Southern Illinois University",1,100%,North America
Wen Jianping,1.4,55,China,Y,N,N,N,N,Y,NA,2013,5,0,0,0,Service,,"sewage treatment, Self Made","Doctorate in Pedagogical Sciences, University of New South Wales",1,100%,Asia
John Whittaker,1.4,75,United Kingdom,Y,N,N,N,N,N,N,2007,11,0,0,0,Real Estate,,"real estate, Self Made","Diploma, High School",1,100%,Europe
Evan Williams,1.4,44,United States,Y,Y,N,N,N,N,NA,2014,4,0,0,0,Technology,,"Twitter, Self Made","Drop Out, University of Nebraska Lincoln",0,100%,North America
Wu Daohong,1.4,51,China,Y,,,,,,,2017,1,0,0,0,Energy,,"energy services, Self Made",NA,NA,100%,Asia
Lina Maria Aguiar,1.3,79,Brazil,N,,,,,,,2011,6,1,1,1,Finance,,banking,NA,NA,86%,South America
Farkhad Akhmedov,1.3,61,Russia,Y,,,,,,,2007,7,1,1,4,Energy,,"natural gas, Self Made",NA,NA,64%,Europe
Hamad bin Jassim bin Jaber Al Thani,1.3,57,Qatar,N,,,,,,,2017,1,0,0,0,Investments,,investments,NA,NA,100%,Middle East
Fawzi Al-Kharafi,1.3,n/a,Kuwait,N,,,,,,,2012,5,1,1,1,Diversified,,diversified,NA,NA,83%,Middle East
Mohannad Al-Kharafi,1.3,n/a,Kuwait,N,,,,,,,2012,5,1,1,1,Diversified,,diversified,NA,NA,83%,Middle East
Patricia Angelini Rossi,1.3,62,Chile,N,,,,,,,2013,4,1,1,1,Diversified,,"forestry, mining",NA,NA,80%,South America
Mori Arkin,1.3,64,Israel,Y,N,Y,N,N,N,NA,2013,5,0,0,0,Health care,,"pharmaceuticals, Self Made","Bachelor of Arts / Science, Tel Aviv University",1,100%,Middle East
Roman Avdeev,1.3,49,Russia,Y,N,Y,N,N,N,NA,2012,6,0,0,0,Finance,,"banking, development, Self Made","Bachelor of Science in Engineering, Moscow International University of Business and Information Technologies",1,100%,Europe
Achal Bakeri,1.3,57,India,Y,N,N,N,Y,N,NA,2015,3,0,0,0,Manufacturing,,"air coolers, Self Made","Master of Business Administration, Marshall School of Business",1,100%,Asia
Bao Hongxing,1.3,n/a,China,Y,,,,,,,2017,1,0,0,0,Agriculture,,"agribusiness, Self Made",NA,NA,100%,Asia
Emanuella Barilla,1.3,50,Italy,N,,,,,,,2016,2,0,0,0,Food and Beverage,,Barilla pasta,NA,NA,100%,Europe
Guido Barilla,1.3,58,Italy,N,,,,,,,2016,2,0,0,0,Food and Beverage,,Barilla pasta,NA,NA,100%,Europe
Luca Barilla,1.3,57,Italy,N,,,,,,,2016,2,0,0,0,Food and Beverage,,Barilla pasta,NA,NA,100%,Europe
Paolo Barilla,1.3,55,Italy,N,,,,,,,2016,2,0,0,0,Food and Beverage,,Barilla pasta,NA,NA,100%,Europe
Aneel Bhusri,1.3,51,United States,Y,N,Y,N,Y,N,NA,2014,3,1,1,1,Technology,,"business software, Self Made","Bachelor of Arts / Science, Brown University; Master of Business Administration, Stanford Graduate School of Business",2,75%,North America
Maurizio Billi,1.3,n/a,Brazil,N,,,,,,,2015,2,1,1,1,Medicine,,generic drugs,NA,NA,67%,South America
Bo Shijiu,1.3,52,China,Y,,,,,,,2017,1,0,0,0,Logistics,,"logsitics, Self Made",NA,NA,100%,Asia
Bernhard Braun-Luedicke,1.3,40,Germany,N,,,,,,,2016,2,0,0,0,Health care,,medical technology,NA,NA,100%,Europe
Eva Maria Braun-Luedicke,1.3,30,Germany,N,,,,,,,2016,2,0,0,0,Health care,,medical technology,NA,NA,100%,Europe
Friederike Braun-Luedicke,1.3,33,Germany,N,,,,,,,2016,2,0,0,0,Health care,,medical technology,NA,NA,100%,Europe
Jorge Horacio Brito,1.3,64,Argentina,Y,,,,,,,2017,1,0,0,0,Finance,,"banking, Self Made",NA,NA,100%,South America
Thomas Bruch,1.3,66,Germany,N,,,,,,,2008,10,0,0,0,Food and Beverage,,food retailing,NA,NA,100%,Europe
Nicola Bulgari,1.3,76,Italy,N,N,N,N,N,N,N,2013,5,0,0,0,Fashion and Retail,,luxury goods,"Diploma, High School",1,100%,Europe
Paolo Bulgari,1.3,79,Italy,N,,,,,,,2013,5,0,0,0,Fashion and Retail,,luxury goods,NA,NA,100%,Europe
Steve Case,1.3,58,United States,Y,N,Y,N,N,N,NA,2007,10,1,1,1,Technology,,"AOL, Self Made","Bachelor of Arts / Science, Williams College",1,91%,North America
Herb Chambers,1.3,75,United States,Y,,,,,,,2016,2,0,0,0,Automotive,,"car dealerships, Self Made",NA,NA,100%,North America
Binod Chaudhary,1.3,61,Nepal,N,,,,,,,2013,5,0,0,0,Diversified,,diversified,NA,NA,100%,Asia
Luigi Cremonini,1.3,77,Italy,Y,,,,,,,2015,3,0,0,0,Agriculture,,"meat processing, Self Made",NA,NA,100%,Europe
Jack Dorsey,1.3,40,United States,Y,Y,N,N,N,N,NA,2013,5,0,0,0,Technology,,"Twitter, Self Made","Drop Out, New York University",0,100%,North America
Alexander Dzhaparidze,1.3,61,Russia,Y,N,N,Y,N,N,NA,2008,9,1,1,1,Energy,,"oil services, Self Made","Master of Science, Gubkin Institute of Petrochemicals and Natural Gas",1,90%,Europe
Charles Edelstenne,1.3,79,France,Y,,,,,,,2015,3,0,0,0,Automotive,,"aviation, Self Made",NA,NA,100%,Europe
Bob Ell,1.3,72,Australia,Y,,,,,,,2016,2,0,0,0,Real Estate,,"property, Self Made",NA,NA,100%,Oceania
Bruce Flatt,1.3,51,Canada,Y,N,Y,N,N,N,N,2017,1,0,0,0,Investments,,"money management, Self Made","B.Com, University of Manitoba",1,100%,North America
Walter Frey,1.3,73,Switzerland,N,,,,,,,2014,4,0,0,0,Automotive,,Emil Frey Group,NA,NA,100%,Europe
Robert Friedland,1.3,66,United States,Y,N,Y,N,N,N,NA,2007,7,2,2,3,Metals and Mining,,"mining, Self Made","Bachelor of Arts / Science, Reed College",1,64%,North America
Filaret Galchev,1.3,53,Russia,Y,N,Y,N,N,N,NA,2007,10,1,1,1,Construction and Engineering,,"construction materials, Self Made","Bachelor of Science in Engineering, Moscow Institute of Mining",1,91%,Europe
Gao Don,1.3,52,China,Y,N,Y,N,N,N,NA,2017,1,0,0,0,Construction and Engineering,,"power tools, Self Made","Bachelor of Arts / Science, Nanjing University",1,100%,Asia
Sameer Gehlaut,1.3,43,India,Y,N,Y,N,N,N,NA,2008,4,1,1,6,Finance,,"finance, Self Made","Bachelor of Arts / Science, Indiana Institute of Technology",1,40%,Asia
Balkrishan Goenka,1.3,50,India,Y,,,,,,,2016,2,0,0,0,Manufacturing,,"textiles, Self Made",NA,NA,100%,Asia
Dorrance Hamilton,1.3,88,United States,N,,,,,,,2007,7,1,1,4,Food and Beverage,,Campbell Soup,NA,NA,64%,North America
Jost Hellmann,1.3,64,Germany,N,,,,,,,2016,2,0,0,0,Logistics,,logistics,NA,NA,100%,Europe
Klaus Hellmann,1.3,68,Germany,N,,,,,,,2016,2,0,0,0,Logistics,,logistics,NA,NA,100%,Europe
"B. Wayne Hughes, Jr.",1.3,56,United States,N,N,Y,N,N,N,NA,2015,3,0,0,0,Logistics,,storage facilities,"Bachelor of Arts / Science, University of Southern California",1,100%,North America
Irwin Jacobs,1.3,83,United States,Y,N,Y,Y,N,Y,NA,2007,11,0,0,0,Technology,,"semiconductors, Self Made","Bachelor of Arts / Science, Cornell University; Doctorate, Massachusetts Institute of Technology; Master of Science, Massachusetts Institute of Technology",3,100%,North America
Stephen Jarislowsky,1.3,91,Canada,Y,N,Y,N,Y,N,NA,2007,11,0,0,0,Finance,,"money management, Self Made","Bachelor of Arts / Science, Cornell University; Master of Business Administration, Harvard University",2,100%,North America
Jiang Zhaobai,1.3,53,China,Y,,,,,,,2013,5,0,0,0,Real Estate,,"real estate, Self Made",NA,NA,100%,Asia
Michael Jordan,1.3,54,United States,Y,N,Y,N,N,N,NA,2015,3,0,0,0,Sports,,"Charlotte Hornets, endorsements, Self Made","Bachelor of Arts / Science, University of North Carolina, Chapel Hill",1,100%,North America
Eugene Kaspersky,1.3,51,Russia,Y,N,Y,N,N,N,NA,2015,3,0,0,0,Software,,"software, Self Made","Bachelor of Arts / Science, Institute of Cryptography, Telecommunications and Computer Science (FSB Academy)",1,100%,Europe
Habil Khorakiwala,1.3,74,India,N,N,N,Y,N,N,NA,2008,5,2,2,4,Health care,,pharmaceuticals,"Master of Science, Purdue University",1,50%,Asia
Sidney Kimmel,1.3,89,United States,Y,Y,N,N,N,N,NA,2008,9,1,1,1,Fashion and Retail,,"retail, Self Made","Drop Out, Temple University",0,90%,North America
Alexander Klyachin,1.3,49,Russia,Y,N,Y,N,N,N,NA,2017,1,0,0,0,Real Estate,,"real estate, Self Made","Bachelor of Arts / Science, Moscow State University",1,100%,Europe
William Koch,1.3,76,United States,N,N,Y,N,N,Y,NA,2007,11,0,0,0,Energy,,"oil, investments","Bachelor of Arts / Science, Massachusetts Institute of Technology; Doctorate, Massachusetts Institute of Technology",2,100%,North America
Lee Myung-Hee,1.3,73,South Korea,N,N,Y,N,N,N,NA,2007,11,0,0,0,Retail,,retail,"Bachelor of Arts / Science, Ewha Womans University",1,100%,Asia
Nicola Leibinger-Kammueller,1.3,57,Germany,N,,,,,,,2016,2,0,0,0,Manufacturing,,manufacturing,NA,NA,100%,Europe
James Leininger,1.3,71,United States,Y,N,Y,N,N,Y,NA,2012,6,0,0,0,Health care,,"medical products, Self Made","Bachelor of Arts / Science, Indiana University; Medical Doctor, Indiana University",2,100%,North America
Li San Yim,1.3,67,China,Y,N,N,N,Y,N,N,2008,3,2,2,5,Manufacturing,,"manufacturing, Self Made","EMBA, Fudan University",1,30%,Asia
Li Weiwei,1.3,40,China,Y,,,,,,,2016,2,0,0,0,Gaming,,"online games, Self Made",NA,NA,100%,Asia
Liang Guangwei,1.3,53,China,Y,,,,,,,2015,3,0,0,0,Retail,,"conglomerate, Self Made",NA,NA,100%,Asia
Liang Yunchao,1.3,48,China,Y,N,Y,N,Y,N,NA,2013,5,0,0,0,Food and Beverage,,"nutrition supplements, Self Made","Master of Business Administration, Sun Yat-sen University; Bachelor of Arts / Science, Zhongnan University of Economics and Law",2,100%,Asia
Liu Baolin,1.3,63,China,Y,,,,,,,2011,6,1,1,1,Health care,,"pharmacies, Self Made",NA,NA,86%,Asia
Liu Fuhai,1.3,62,China,Y,,,,,,,2017,1,0,0,0,Manufacturing,,"textiles, energy, Self Made",NA,NA,100%,Asia
Liu Ruopeng,1.3,34,China,Y,,,,,,,2017,1,0,0,0,Technology,,"technology, Self Made",NA,NA,100%,Asia
Jose Llado Fernandez-Urrutia,1.3,82,Spain,Y,N,N,N,N,Y,NA,2013,5,0,0,0,Construction and Engineering,,"construction, Self Made","Doctorate, University of Madras; Ph.D, Universidad Complutense de Madrid",2,100%,Europe
Pier Luigi Loro Piana,1.3,65,Italy,N,N,Y,N,N,N,NA,2014,4,0,0,0,Fashion and Retail,,fashion,"Bachelor of Arts / Science, Bocconi University",1,100%,Europe
Lu Di,1.3,n/a,China,Y,,,,,,,2016,2,0,0,0,Technology,,"drones, Self Made",NA,NA,100%,Asia
Ma Xingtian,1.3,47,China,Y,N,N,N,Y,N,NA,2011,6,1,1,1,Medicine,,"pharmaceuticals, Self Made","Master of Business Administration, South China University of Technology",1,86%,Asia
Ma Xiuhui,1.3,46,China,Y,,,,,,,2017,1,0,0,0,Technology,,"LED lighting, Self Made",NA,NA,100%,Asia
Maggie Magerko,1.3,51,United States,N,Y,N,N,N,N,NA,2015,3,0,0,0,Construction and Engineering,,building materials,"Drop Out, West Virginia University",0,100%,North America
Anand Mahindra,1.3,61,India,N,N,Y,N,Y,N,NA,2015,3,0,0,0,Automotive,,automobiles,"Bachelor of Arts / Science, Harvard University; Master of Business Administration, Harvard University",2,100%,Asia
Vincent McMahon,1.3,71,United States,Y,N,Y,N,N,N,NA,2014,2,1,1,2,Sports,,"wrestling, Self Made","Bachelor of Arts / Science, East Carolina University",1,50%,North America
Boris Mints,1.3,58,Russia,Y,N,Y,N,N,N,NA,2014,4,0,0,0,Real Estate,,"real estate, Self Made","Bachelor of Arts / Science, Ivanovo State University",1,100%,Europe
Andrei Molchanov,1.3,45,Russia,Y,N,Y,N,N,N,NA,2008,7,2,2,2,Construction and Engineering,,"construction materials, Self Made","Bachelor of Arts / Science, St Petersburg State University; Masters of Public Administration, Russian State Academy of Management",2,70%,Europe
Gian Marco Moratti,1.3,80,Italy,N,,,,,,,2014,4,0,0,0,Energy,,oil refinery,NA,NA,100%,Europe
Thomas Prinzhorn,1.3,74,Austria,N,,,,,,,2017,1,0,0,0,Manufacturing,,paper and packaging,NA,NA,100%,Europe
Nevaldo Rocha,1.3,87,Brazil,Y,,,,,,,2012,5,1,1,1,Retail,,"retail, Self Made",NA,NA,83%,South America
Fernando Roig,1.3,69,Spain,N,,,,,,,2014,4,0,0,0,Retail,,supermarkets,NA,NA,100%,Europe
Alexander Rovt,1.3,64,United States,Y,N,N,N,N,Y,NA,2009,9,0,0,0,Manufacturing,,"fertilizer, real estate, Self Made","Doctorate, Lvov Institute of Trade & Economics",1,100%,North America
Lily Safra,1.3,79,Monaco,N,,,,,,,2007,11,0,0,0,Finance,,banking,NA,NA,100%,Europe
Thomas Sandell,1.3,56,Sweden,Y,N,Y,N,Y,N,NA,2009,9,0,0,0,Investments,,"hedge funds, Self Made","Bachelor of Arts / Science, Uppsala University; Master of Business Administration, Columbia Business School",2,100%,Europe
Yoshiyuki Sankai,1.3,58,Japan,Y,,,,,,,2015,3,0,0,0,Technology,,"robotics, Self Made",NA,NA,100%,Asia
Antonio Luiz Seabra,1.3,74,Brazil,Y,,,,,,,2007,10,1,1,1,Fashion and Retail,,"cosmetics, Self Made",NA,NA,91%,South America
Kirill Shamalov,1.3,35,Russia,Y,N,N,N,N,Y,N,2016,2,0,0,0,Manufacturing,,"petrochemicals, Self Made","Law Degree, Saint Petersburg State University",1,100%,Europe
Vijay Shekhar Sharma,1.3,38,India,Y,N,Y,N,N,N,NA,2017,1,0,0,0,Finance,,"financial technology, Self Made","Bachelor of Science in Engineering, Delhi University",1,100%,Asia
Bryan Sheffield,1.3,38,United States,N,N,N,Y,N,N,NA,2017,1,0,0,0,Oil,,oil & gas,"Master of Arts, Southern Methodist University",1,100%,North America
Shin Dong-Joo,1.3,63,South Korea,N,N,Y,N,Y,N,NA,2007,10,1,1,1,Fashion and Retail,,retail,"Bachelor of Arts / Economics, Aoyama Gakuin University; Master of Business Administration, Columbia Business School",2,91%,Asia
