artist,FeaturedArtists,main_genre,featured_genre
Metallica,NA,rock,
Ace Of Base,NA,electronic/dance,
Take That,NA,pop,
Faith Evans,NA,hip-hop,
Hootie and The Blowfish,NA,rock,
Puff Daddy,NA,hip-hop,
Toni Braxton,NA,soul,
Puff Daddy,NA,hip-hop,
R. Kelly,NA,,
En Vogue,NA,soul,
Mark Morrison,NA,,
LeAnn Rimes,NA,country,
Spice Girls,NA,rock,
Backstreet Boys,NA,pop,
Hanson,NA,,
Usher,NA,pop,
Meredith Brooks,NA,rock,
Keith Sweat,NA,soul,
Third Eye Blind,NA,rock,
Notorious B.I.G.,NA,hip-hop,
Verve Pipe,NA,rock,
Savage Garden,NA,rock,
Notorious B.I.G.,NA,hip-hop,
Babyface,NA,soul,
Spice Girls,NA,rock,
Boyz II Men,NA,pop,
Changing Faces,NA,soul,
Mariah Carey,NA,pop,
Whitney Houston,NA,pop,
Spice Girls,NA,rock,
Sister Hazel,NA,rock,
112,NA,hip-hop,
Paula Cole,NA,rock,
Shawn Colvin,NA,rock,
Tim McGraw,NA,country,
Gina G,NA,electronic/dance,
New Edition,NA,soul,
98 Degrees,NA,,
Lil' Kim,NA,hip-hop,
Bone Thugs-N-Harmony,NA,hip-hop,
702,NA,soul,
Celine Dion,NA,,
Celine Dion,NA,,
Somethin' For The People,NA,,
Barbra Streisand,NA,rock,
Foxy Brown,NA,hip-hop,
Sheryl Crow,NA,rock,
Journey,NA,rock,
Sheryl Crow,NA,rock,
Mc Lyte,NA,hip-hop,
Ginuwine,NA,hip-hop,
Sarah McLachlan,NA,rock,
White Town,NA,,
Coolio,NA,hip-hop,
Eric Clapton,NA,rock,
Chumbawamba,NA,,
R. Kelly,NA,,
Total,NA,hip-hop,
Montell Jordan,NA,rnb,
Bruce Springsteen,NA,rock,
Aaliyah,NA,soul,
Lil' Kim,NA,hip-hop,
Luscious Jackson,NA,,
Warren G,NA,hip-hop,
Brian McKnight,NA,soul,
Madonna,NA,rock,
SWV,NA,soul,
Michael Bolton,NA,rock,
Mr. President,NA,electronic/dance,
Keith Sweat,NA,soul,
Madonna,NA,rock,
Ray J,NA,pop,
Brandy,NA,pop,
Shania Twain,NA,country,
Savage Garden,NA,rock,
LeAnn Rimes,NA,country,
Paula Cole,NA,rock,
Third Eye Blind,NA,rock,
Destiny's Child,NA,pop,
Celine Dion,NA,,
Will Smith,NA,pop,
Usher,NA,pop,
Usher,NA,pop,
Mariah Carey,NA,pop,
Puff Daddy,NA,hip-hop,
Sarah McLachlan,NA,rock,
Backstreet Boys,NA,pop,
Aerosmith,NA,rock,
Faith Hill,NA,country,
Montell Jordan,NA,rnb,
Marcy Playground,NA,rock,
Boyz II Men,NA,pop,
Madonna,NA,rock,
Wyclef Jean,NA,pop,
Chumbawamba,NA,,
Five,NA,pop,
Jon B.,NA,soul,
All Saints,NA,rock,
Puff Daddy,NA,hip-hop,
Hanson,NA,,
Barenaked Ladies,NA,rock,
K.P. and Envyi,NA,,
Xscape,NA,soul,
Somethin' For The People,NA,,
Third Eye Blind,NA,rock,
Lisa Loeb,NA,rock,
LeAnn Rimes,NA,country,
Backstreet Boys,NA,pop,
Jimmy Ray,NA,,
Ace Of Base,NA,electronic/dance,
Puff Daddy,NA,hip-hop,
Spice Girls,NA,rock,
Kelly Price,NA,soul,
Edwin McCain,NA,rock,
Madonna,NA,rock,
Sister Hazel,NA,rock,
Verve,NA,rock,
Busta Rhymes,NA,hip-hop,
Spice Girls,NA,rock,
98 Degrees,NA,,
Loreena McKennitt,NA,,
Aaliyah,NA,soul,
2Pac,NA,hip-hop,
Luke,NA,electronic/dance,
Aretha Franklin,NA,soul,
Boyz II Men,NA,pop,
LL Cool J,NA,hip-hop,
Gerald Levert,NA,soul,
Cher,NA,rock,
Whitney Houston,NA,pop,
Britney Spears,NA,pop,
Sixpence None The Richer,NA,rock,
Christina Aguilera,NA,pop,
Sugar Ray,NA,rock,
Ricky Martin,NA,pop,
702,NA,soul,
Jennifer Lopez,NA,pop,
Goo Goo Dolls,NA,rock,
Brandy,NA,pop,
Backstreet Boys,NA,pop,
R. Kelly,NA,,
Smash Mouth,NA,rock,
Sarah McLachlan,NA,rock,
Destiny's Child,NA,pop,
Eagle-Eye Cherry,NA,rock,
Pearl Jam,NA,rock,
Maxwell,NA,soul,
Backstreet Boys,NA,pop,
Enrique Iglesias,NA,pop,
Busta Rhymes,NA,hip-hop,
Everlast,NA,rock,
Lenny Kravitz,NA,rock,
Sugar Ray,NA,rock,
Shania Twain,NA,country,
Will Smith,NA,pop,
Red Hot Chili Peppers,NA,rock,
Mariah Carey,NA,pop,
Mariah Carey,NA,pop,
98 Degrees,NA,,
Jay-Z,NA,hip-hop,
Third Eye Blind,NA,rock,
Lauryn Hill,NA,soul,
Lou Bega,NA,,
Tyrese,NA,hip-hop,
Whitney Houston,NA,pop,
Shawn Mullins,NA,rock,
112,NA,hip-hop,
Matchbox 20,NA,rock,
Ricky Martin,NA,pop,
Will Smith,NA,pop,
Tim McGraw,NA,country,
Shania Twain,NA,country,
Faith Evans,NA,hip-hop,
Total,NA,hip-hop,
Lauryn Hill,NA,soul,
Goo Goo Dolls,NA,rock,
Mark Chesnutt,NA,country,
98 Degrees,NA,,
Sarah McLachlan,NA,rock,
Whitney Houston,NA,pop,
Faith Evans,NA,hip-hop,
Brandy,NA,pop,
Shania Twain,NA,country,
Len,NA,rock,
Marc Anthony,NA,pop,
Ginuwine,NA,hip-hop,
Brian McKnight,NA,soul,
R. Kelly,NA,,
Kenny Chesney,NA,country,
Britney Spears,NA,pop,
Mo Thugs Family,NA,,
Jay-Z,NA,hip-hop,
Naughty By Nature,NA,hip-hop,
Jo Dee Messina,NA,country,
Goo Goo Dolls,NA,rock,
Puff Daddy,NA,hip-hop,
George Strait,NA,country,
Whitney Houston and Mariah Carey,NA,,
Alabama,NA,alternative/indie,
Faith Hill,NA,country,
Destiny's Child,NA,pop,
Savage Garden,NA,rock,
matchbox twenty,NA,rock,
Toni Braxton,NA,soul,
Aaliyah,NA,soul,
Sisqo,NA,rnb,
3 Doors Down,NA,rock,
Madonna,NA,rock,
Christina Aguilera,NA,pop,
Brian McKnight,NA,soul,
Marc Anthony,NA,pop,
Marc Anthony,NA,pop,
Montell Jordan,NA,rnb,
Sisqo,NA,rnb,
Macy Gray,NA,soul,
Celine Dion,NA,,
Backstreet Boys,NA,pop,
Missy Elliott,NA,pop,
Sonique,NA,,
Enrique Iglesias,NA,pop,
Christina Aguilera,NA,pop,
Blink 182,NA,rock,
Faith Hill,NA,country,
Christina Aguilera,NA,pop,
Third Eye Blind,NA,rock,
LeAnn Rimes,NA,country,
Mariah Carey,NA,pop,
Jagged Edge,NA,hip-hop,
Whitney Houston,NA,pop,
Smash Mouth,NA,rock,
Eiffel 65,NA,electronic/dance,
Eminem,NA,hip-hop,
Everclear,NA,rock,
Britney Spears,NA,pop,
Jessica Simpson,NA,rock,
Filter,NA,rock,
Red Hot Chili Peppers,NA,rock,
Jay-Z,NA,hip-hop,
Jagged Edge,NA,hip-hop,
Avant,NA,soul,
Donell Jones,NA,soul,
Kid Rock,NA,rock,
Mystikal,NA,,
Erykah Badu,NA,soul,
Train,NA,pop,
DMX,NA,hip-hop,
Dr. Dre,NA,hip-hop,
Jo Dee Messina,NA,country,
Westlife,NA,,
Dr. Dre,NA,hip-hop,
Britney Spears,NA,pop,
Savage Garden,NA,rock,
George Strait,NA,country,
Donell Jones,NA,soul,
Toby Keith,NA,country,
Tim McGraw,NA,country,
Goo Goo Dolls,NA,rock,
Lee Ann Womack,NA,country,
Alice Deejay,NA,electronic/dance,
Lil Bow Wow,NA,hip-hop,
Dixie Chicks,NA,country,
Aaliyah,NA,soul,
Destiny's Child,NA,pop,
Jennifer Lopez,NA,pop,
Lifehouse,NA,rock,
Alicia Keys,NA,soul,
Train,NA,pop,
Jennifer Lopez,NA,pop,
matchbox twenty,NA,rock,
Lenny Kravitz,NA,rock,
Destiny's Child,NA,pop,
Blu Cantrell,NA,rnb,
Shaggy,NA,pop,
Staind,NA,rock,
Usher,NA,pop,
Shaggy,NA,pop,
Uncle Kracker,NA,country,
112,NA,hip-hop,
Incubus,NA,rock,
Destiny's Child,NA,pop,
Outkast,NA,hip-hop,
Jennifer Lopez,NA,pop,
Faith Hill,NA,country,
Dream,NA,hip-hop,
Crazy Town,NA,rock,
Ja Rule,NA,hip-hop,
Mary J. Blige,NA,soul,
Lee Ann Womack,NA,country,
Moby,NA,electronic/dance,
Madonna,NA,rock,
Craig David,NA,pop,
Destiny's Child,NA,pop,
Nelly Furtado,NA,rock,
3 Doors Down,NA,rock,
R. Kelly,NA,,
Sugar Ray,NA,rock,
Aerosmith,NA,rock,
Jagged Edge,NA,hip-hop,
Ginuwine,NA,hip-hop,
Jay-Z,NA,hip-hop,
Ricky Martin,NA,pop,
Jay-Z,NA,hip-hop,
Mystikal,NA,,
Enya,NA,,
Toya,NA,,
S Club 7,NA,,
Jessica Simpson,NA,rock,
Sunshine Anderson,NA,soul,
Dave Matthews Band,NA,rock,
Faith Hill,NA,country,
Musiq Soulchild,NA,soul,
112,NA,hip-hop,
3LW,NA,rnb,
Nelly Furtado,NA,rock,
Jennifer Lopez,NA,pop,
U2,NA,rock,
Blake Shelton,NA,country,
Ludacris,NA,hip-hop,
Tim McGraw,NA,country,
Ja Rule,NA,hip-hop,
Mariah Carey,NA,pop,
Isley Brothers,NA,soul,
Erick Sermon,NA,hip-hop,
Kenny Chesney,NA,country,
R. Kelly,NA,,
Travis Tritt,NA,country,
Eve 6,NA,rock,
Toby Keith,NA,country,
Outkast,NA,hip-hop,
3 Doors Down,NA,rock,
Enrique Iglesias,NA,pop,
Nickelback,NA,alternative/indie,
Ashanti,NA,pop,
Calling,NA,rock,
Vanessa Carlton,NA,rock,
Linkin Park,NA,alternative/indie,
Fat Joe,NA,hip-hop,
Usher,NA,pop,
Puddle Of Mudd,NA,rock,
Avril Lavigne,NA,pop,
Ja Rule,NA,hip-hop,
Jennifer Lopez,NA,pop,
Jimmy Eat World,NA,rock,
Usher,NA,pop,
Mary J. Blige,NA,soul,
Eminem,NA,hip-hop,
Enrique Iglesias,NA,pop,
Chad Kroeger,NA,alternative/indie,
Jennifer Lopez,NA,pop,
Cam'ron,NA,hip-hop,
DJ Sammy,NA,electronic/dance,
No Doubt,NA,rock,
Sheryl Crow,NA,rock,
Kelly Clarkson,NA,rock,
Truth Hurts,NA,rnb,
Ashanti,NA,pop,
Kylie Minogue,NA,rock,
Eminem,NA,hip-hop,
Alicia Keys,NA,soul,
Craig David,NA,pop,
Cam'ron,NA,hip-hop,
Ludacris,NA,hip-hop,
LeAnn Rimes,NA,country,
Enrique Iglesias,NA,pop,
Aaliyah,NA,soul,
Faith Evans,NA,hip-hop,
Daniel Bedingfield,NA,,
Eminem,NA,hip-hop,
Michael Jackson,NA,pop,
Brandy,NA,pop,
Mary J. Blige,NA,soul,
Ginuwine,NA,hip-hop,
Angie Martinez,NA,,
OutKast,NA,hip-hop,
No Doubt,NA,rock,
LL Cool J,NA,hip-hop,
Sean Paul,NA,pop,
Ja Rule,NA,hip-hop,
Ludacris,NA,hip-hop,
Goo Goo Dolls,NA,rock,
Mary J. Blige,NA,soul,
Ashanti,NA,pop,
Kenny Chesney,NA,country,
Fat Joe,NA,hip-hop,
Steve Holy,NA,country,
Aaliyah,NA,soul,
Alan Jackson,NA,country,
Jaheim,NA,soul,
Brandy,NA,pop,
B2K,NA,pop,
Celine Dion,NA,,
Nelly Furtado,NA,rock,
George Strait,NA,country,
Toby Keith,NA,country,
Alanis Morissette,NA,rock,
Avril Lavigne,NA,pop,
Dixie Chicks,NA,country,
Alan Jackson,NA,country,
Justin Timberlake,NA,pop,
Toya,NA,,
50 Cent,NA,hip-hop,
R. Kelly,NA,,
Sean Paul,NA,pop,
Beyonce,NA,pop,
3 Doors Down,NA,rock,
matchbox twenty,NA,rock,
Chingy,NA,hip-hop,
Aaliyah,NA,soul,
Kid Rock,NA,rock,
Evanescence,NA,alternative/indie,
Lil Jon,NA,pop,
Beyonce,NA,pop,
50 Cent,NA,hip-hop,
Jennifer Lopez,NA,pop,
Christina Aguilera,NA,pop,
Busta Rhymes,NA,hip-hop,
Avril Lavigne,NA,pop,
Uncle Kracker,NA,country,
Lil' Kim,NA,hip-hop,
50 Cent,NA,hip-hop,
B2K,NA,pop,
Fabolous,NA,hip-hop,
Fabolous,NA,hip-hop,
Ja Rule,NA,hip-hop,
Black Eyed Peas,NA,pop,
Eminem,NA,hip-hop,
Ashanti,NA,pop,
Justin Timberlake,NA,pop,
Tyrese,NA,hip-hop,
Justin Timberlake,NA,pop,
Wayne Wonder,NA,reggae,
Pharrell,NA,pop,
Dixie Chicks,NA,country,
Nivea,NA,rnb,
Lumidee,NA,,
Snoop Dogg,NA,hip-hop,
Kelly Clarkson,NA,rock,
Train,NA,pop,
YoungBloodZ,NA,hip-hop,
Clay Aiken,NA,,
Trapt,NA,rock,
Ginuwine,NA,hip-hop,
Ludacris,NA,hip-hop,
Jason Mraz,NA,rock,
Jay-Z,NA,hip-hop,
Jennifer Lopez,NA,pop,
Shania Twain,NA,country,
Nas,NA,hip-hop,
No Doubt,NA,rock,
Daniel Bedingfield,NA,,
R. Kelly,NA,,
3 Doors Down,NA,rock,
50 Cent,NA,hip-hop,
Alan Jackson,NA,country,
Sean Paul,NA,pop,
Christina Aguilera,NA,pop,
Puddle Of Mudd,NA,rock,
Frankie J,NA,pop,
Lil' Kim,NA,hip-hop,
Ginuwine,NA,hip-hop,
Toby Keith,NA,country,
Chingy,NA,hip-hop,
Erykah Badu,NA,soul,
Christina Aguilera,NA,pop,
2Pac,NA,hip-hop,
Coldplay,NA,pop,
Jaheim,NA,soul,
Ashanti,NA,pop,
Mark Wills,NA,country,
Brooks and Dunn,NA,country,
Dierks Bentley,NA,country,
Ruben Studdard,NA,soul,
Eminem,NA,hip-hop,
Kenny Chesney,NA,country,
Aaliyah,NA,soul,
R. Kelly,NA,,
Audioslave,NA,rock,
Norah Jones,NA,jazz,
Eminem,NA,hip-hop,
Tim McGraw,NA,country,
Floetry,NA,soul,
Usher,NA,pop,
Usher,NA,pop,
Alicia Keys,NA,soul,
Maroon 5,NA,pop,
OutKast,NA,hip-hop,
Hoobastank,NA,rock,
Mario Winans,NA,rnb,
OutKast,NA,hip-hop,
Ciara,NA,pop,
Terror Squad,NA,hip-hop,
Usher,NA,pop,
Petey Pablo,NA,pop,
3 Doors Down,NA,rock,
Nickelback,NA,alternative/indie,
Beyonce,NA,pop,
Evanescence,NA,alternative/indie,
Lil' Flip,NA,hip-hop,
Jay-Z,NA,hip-hop,
Nina Sky,NA,rnb,
Christina Milian,NA,rnb,
Chingy,NA,hip-hop,
Kevin Lyttle,NA,reggae,
Sheryl Crow,NA,rock,
Alicia Keys,NA,soul,
Linkin Park,NA,alternative/indie,
Alicia Keys,NA,soul,
Maroon 5,NA,pop,
Los Lonely Boys,NA,,
No Doubt,NA,rock,
Ashlee Simpson,NA,rock,
Kelis,NA,soul,
Ludacris,NA,hip-hop,
Kanye West,NA,pop,
Akon,NA,pop,
Ludacris,NA,hip-hop,
Kanye West,NA,pop,
Britney Spears,NA,pop,
Ying Yang Twins,NA,hip-hop,
Jessica Simpson,NA,rock,
Switchfoot,NA,rock,
Ruben Studdard,NA,soul,
Avril Lavigne,NA,pop,
OutKast,NA,hip-hop,
Destiny's Child,NA,pop,
D12,NA,hip-hop,
Sean Paul,NA,pop,
Kanye West,NA,pop,
Jadakiss,NA,hip-hop,
Avant,NA,soul,
Lil' Flip,NA,hip-hop,
Finger Eleven,NA,rock,
LL Cool J,NA,hip-hop,
YoungBloodZ,NA,hip-hop,
Beyonce,NA,pop,
Lil Jon,NA,pop,
Snoop Dogg,NA,hip-hop,
Kelly Clarkson,NA,rock,
R. Kelly,NA,,
Linkin Park,NA,alternative/indie,
Tim McGraw,NA,country,
Alan Jackson,NA,country,
Britney Spears,NA,pop,
Beenie Man,NA,electronic/dance,
G-Unit,NA,hip-hop,
Chingy,NA,hip-hop,
Black Eyed Peas,NA,pop,
Kenny Chesney,NA,country,
Toby Keith,NA,country,
Jay-Z,NA,hip-hop,
Avril Lavigne,NA,pop,
Keith Urban,NA,country,
R. Kelly,NA,,
Black Eyed Peas,NA,pop,
Gretchen Wilson,NA,country,
Eminem,NA,hip-hop,
John Michael Montgomery,NA,country,
Kenny Chesney,NA,country,
Mariah Carey,NA,pop,
Gwen Stefani,NA,pop,
Kelly Clarkson,NA,rock,
Ciara,NA,pop,
Kanye West,NA,pop,
Green Day,NA,rock,
50 Cent,NA,hip-hop,
Pussycat Dolls,NA,pop,
Kelly Clarkson,NA,rock,
50 Cent,NA,hip-hop,
Lifehouse,NA,rock,
Black Eyed Peas,NA,pop,
Missy Elliott,NA,pop,
Mariah Carey,NA,pop,
Killers,NA,rock,
50 Cent,NA,hip-hop,
Rihanna,NA,pop,
Game,NA,hip-hop,
Weezer,NA,rock,
Ciara,NA,pop,
Rob Thomas,NA,rock,
Snoop Dogg,NA,hip-hop,
Game,NA,hip-hop,
Lil Jon,NA,pop,
Destiny's Child,NA,pop,
Kelly Clarkson,NA,rock,
Will Smith,NA,pop,
Bow Wow,NA,hip-hop,
Bow Wow,NA,hip-hop,
Gwen Stefani,NA,pop,
Black Eyed Peas,NA,pop,
Frankie J,NA,pop,
Usher,NA,pop,
D.H.T.,NA,electronic/dance,
Papa Roach,NA,rock,
Gorillaz,NA,pop,
3 Doors Down,NA,rock,
Green Day,NA,rock,
Fall Out Boy,NA,pop,
Pretty Ricky,NA,hip-hop,
Nickelback,NA,alternative/indie,
Akon,NA,pop,
Howie Day,NA,rock,
Green Day,NA,rock,
Fat Joe,NA,hip-hop,
David Banner,NA,hip-hop,
Young Jeezy,NA,hip-hop,
Ludacris,NA,hip-hop,
Alicia Keys,NA,soul,
Coldplay,NA,pop,
Gavin DeGraw,NA,rock,
Eminem,NA,hip-hop,
Maroon 5,NA,pop,
Ying Yang Twins,NA,hip-hop,
Backstreet Boys,NA,pop,
Destiny's Child,NA,pop,
Amerie,NA,soul,
Foo Fighters,NA,rock,
Mariah Carey,NA,pop,
Carrie Underwood,NA,country,
Kelly Clarkson,NA,rock,
Pretty Ricky,NA,hip-hop,
Jesse McCartney,NA,rock,
Gwen Stefani,NA,pop,
Ludacris,NA,hip-hop,
50 Cent,NA,hip-hop,
Natasha Bedingfield,NA,rock,
Black Eyed Peas,NA,pop,
Jennifer Lopez,NA,pop,
Toby Keith,NA,country,
Destiny's Child,NA,pop,
John Legend,NA,soul,
Sean Paul,NA,pop,
Omarion,NA,hip-hop,
Ja Rule,NA,hip-hop,
T-Pain,NA,hip-hop,
Gavin DeGraw,NA,rock,
112,NA,hip-hop,
Faith Hill,NA,country,
Ludacris,NA,hip-hop,
Daniel Powter,NA,rock,
Sean Paul,NA,pop,
Nelly Furtado,NA,rock,
James Blunt,NA,rock,
Natasha Bedingfield,NA,rock,
Gnarls Barkley,NA,soul,
Chamillionaire,NA,hip-hop,
Justin Timberlake,NA,pop,
Beyonce,NA,pop,
Mary J. Blige,NA,soul,
Pussycat Dolls,NA,pop,
Ne-Yo,NA,pop,
Rihanna,NA,pop,
Panic! At The Disco,NA,pop,
All-American Rejects,NA,pop,
Fergie,NA,pop,
Red Hot Chili Peppers,NA,rock,
Lil Jon,NA,pop,
Dem Franchize Boyz,NA,hip-hop,
Rascal Flatts,NA,country,
Rihanna,NA,pop,
Snow Patrol,NA,rock,
Hinder,NA,rock,
Christina Aguilera,NA,pop,
Fall Out Boy,NA,pop,
Kanye West,NA,pop,
Ludacris,NA,hip-hop,
Bubba Sparxxx,NA,pop,
Sean Paul,NA,pop,
Nickelback,NA,alternative/indie,
Kelly Clarkson,NA,rock,
Pussycat Dolls,NA,pop,
T-Pain,NA,hip-hop,
Black Eyed Peas,NA,pop,
Fort Minor,NA,rock,
Kelly Clarkson,NA,rock,
All-American Rejects,NA,pop,
Nickelback,NA,alternative/indie,
Mariah Carey,NA,pop,
Ne-Yo,NA,pop,
E-40,NA,hip-hop,
Nickelback,NA,alternative/indie,
Cherish,NA,hip-hop,
Jamie Foxx,NA,hip-hop,
Justin Timberlake,NA,pop,
Eminem,NA,hip-hop,
Chingy,NA,hip-hop,
Kelis,NA,soul,
Akon,NA,pop,
Ray J,NA,pop,
Bon Jovi,NA,rock,
Busta Rhymes,Papoose,hip-hop,
Daddy Yankee,NA,pop,
Rascal Flatts,NA,country,
Evanescence,NA,alternative/indie,
Carrie Underwood,NA,country,
Ciara,NA,pop,
Sean Paul,NA,pop,
Blue October,NA,rock,
Lifehouse,NA,rock,
Pussycat Dolls,NA,pop,
Dem Franchize Boyz,NA,hip-hop,
Young Jeezy,NA,hip-hop,
Black Eyed Peas,NA,pop,
Eminem,NA,hip-hop,
Madonna,NA,rock,
Keyshia Cole,NA,pop,
Ne-Yo,NA,pop,
Gorillaz,NA,pop,
T-Pain,NA,hip-hop,
Taylor Hicks,NA,,
Beyonce,NA,pop,
Rihanna,NA,pop,
Gwen Stefani,NA,pop,
Fergie,NA,pop,
T-Pain,NA,hip-hop,
Carrie Underwood,NA,country,
Plain White T's,NA,rock,
Akon,NA,pop,
Nelly Furtado,NA,rock,
Fergie,NA,pop,
Akon,NA,pop,
Avril Lavigne,NA,pop,
Maroon 5,NA,pop,
Akon,NA,pop,
Mims,NA,pop,
Daughtry,NA,rock,
Timbaland,NA,pop,
Fergie,NA,pop,
Timbaland,NA,pop,
Justin Timberlake,NA,pop,
Daughtry,NA,rock,
Justin Timberlake,NA,pop,
Kanye West,NA,pop,
Jim Jones,NA,hip-hop,
Sean Kingston,NA,pop,
Fall Out Boy,NA,pop,
T-Pain,NA,hip-hop,
Ludacris,NA,hip-hop,
Nickelback,NA,alternative/indie,
Fall Out Boy,NA,pop,
Linkin Park,NA,alternative/indie,
Justin Timberlake,NA,pop,
Elliott Yamin,NA,,
Fat Joe,NA,hip-hop,
Fabolous,NA,hip-hop,
Omarion,NA,hip-hop,
Hinder,NA,rock,
Robin Thicke,NA,soul,
Nickelback,NA,alternative/indie,
Bow Wow,NA,hip-hop,
All-American Rejects,NA,pop,
Ne-Yo,NA,pop,
Bone Thugs-N-Harmony,NA,hip-hop,
My Chemical Romance,NA,pop,
Plies,NA,hip-hop,
Snow Patrol,NA,rock,
Beyonce,NA,pop,
Justin Timberlake,NA,pop,
Avril Lavigne,NA,pop,
Keyshia Cole,NA,pop,
Timbaland,NA,pop,
Colbie Caillat,NA,rock,
Ciara,NA,pop,
Kelly Clarkson,NA,rock,
Ciara,NA,pop,
J. Holiday,NA,soul,
Amy Winehouse,NA,soul,
Alicia Keys,NA,soul,
Boys Like Girls,NA,rock,
Young Jeezy,NA,hip-hop,
Pretty Ricky,NA,hip-hop,
Gwen Stefani,NA,pop,
Rihanna,NA,pop,
Lifehouse,NA,rock,
50 Cent,NA,hip-hop,
Bow Wow,NA,hip-hop,
Taylor Swift,NA,pop,
Rihanna,NA,pop,
Red Hot Chili Peppers,NA,rock,
Ludacris,NA,hip-hop,
Nickelback,NA,alternative/indie,
Justin Timberlake,NA,pop,
Hinder,NA,rock,
Finger Eleven,NA,rock,
Snoop Dogg,NA,hip-hop,
R. Kelly,NA,,
Flo Rida,NA,pop,
Leona Lewis,NA,pop,
Alicia Keys,NA,soul,
Lil Wayne,NA,pop,
Timbaland,NA,pop,
Jordin Sparks,NA,pop,
Sara Bareilles,NA,rock,
Usher,NA,pop,
Ray J,NA,pop,
Rihanna,NA,pop,
Coldplay,NA,pop,
Katy Perry,NA,pop,
Rihanna,NA,pop,
Rihanna,NA,pop,
Natasha Bedingfield,NA,rock,
Ne-Yo,NA,pop,
Colbie Caillat,NA,rock,
Mariah Carey,NA,pop,
Madonna,NA,rock,
Finger Eleven,NA,rock,
Fergie,NA,pop,
Jason Mraz,NA,rock,
Jesse McCartney,NA,rock,
Kardinal Offishall,NA,pop,
Jordin Sparks,NA,pop,
Miley Cyrus,NA,pop,
Metro Station,NA,pop,
OneRepublic,NA,rock,
Sean Kingston,NA,pop,
Katy Perry,NA,pop,
Plies,NA,hip-hop,
Lil Wayne,NA,pop,
Taylor Swift,NA,pop,
Lil Wayne,NA,pop,
Buckcherry,NA,rock,
T-Pain,NA,hip-hop,
Alicia Keys,NA,soul,
Taylor Swift,NA,pop,
Pussycat Dolls,NA,pop,
Snoop Dogg,NA,hip-hop,
3 Doors Down,NA,rock,
Leona Lewis,NA,pop,
Linkin Park,NA,alternative/indie,
Wyclef Jean,NA,pop,
Ne-Yo,NA,pop,
Flo Rida,NA,pop,
Jordin Sparks,NA,pop,
Rihanna,NA,pop,
Lupe Fiasco,NA,hip-hop,
J. Holiday,NA,soul,
Kevin Rudolf,NA,pop,
David Banner,NA,hip-hop,
Colbie Caillat,NA,rock,
Young Jeezy,NA,hip-hop,
David Cook,NA,rock,
Natasha Bedingfield,NA,rock,
Jonas Brothers,NA,pop,
Kanye West,NA,pop,
The-Dream,NA,hip-hop,
Plies,NA,hip-hop,
Fergie,NA,pop,
Kanye West,NA,pop,
Britney Spears,NA,pop,
Taylor Swift,NA,pop,
Mary J. Blige,NA,soul,
Britney Spears,NA,pop,
Rick Ross,NA,hip-hop,
Kid Rock,NA,rock,
Trey Songz,NA,pop,
Gavin DeGraw,NA,rock,
Game,NA,hip-hop,
Keyshia Cole,NA,pop,
Kanye West,NA,pop,
Lil Wayne,NA,pop,
Miley Cyrus,NA,pop,
Trace Adkins,NA,country,
Gavin Rossdale,NA,rock,
Daughtry,NA,rock,
Timbaland,NA,pop,
Saving Abel,NA,rock,
Keyshia Cole,NA,pop,
Black Eyed Peas,NA,pop,
Lady Gaga,NA,pop,
Lady Gaga,NA,pop,
Black Eyed Peas,NA,pop,
Taylor Swift,NA,pop,
Flo Rida,NA,pop,
Jason Mraz,NA,rock,
Beyonce,NA,pop,
Kanye West,NA,pop,
All-American Rejects,NA,pop,
Taylor Swift,NA,pop,
Kings Of Leon,NA,rock,
Keri Hilson,NA,pop,
Jamie Foxx,NA,hip-hop,
Pitbull,NA,pop,
Jay Sean,NA,pop,
Miley Cyrus,NA,pop,
Kelly Clarkson,NA,rock,
Beyonce,NA,pop,
Katy Perry,NA,pop,
Shinedown,NA,rock,
Britney Spears,NA,pop,
Kid Cudi,NA,hip-hop,
Miley Cyrus,NA,pop,
Kevin Rudolf,NA,pop,
Sean Kingston,NA,pop,
Jason DeRulo,NA,pop,
Lady Gaga,NA,pop,
Katy Perry,NA,pop,
Jeremih,NA,hip-hop,
Britney Spears,NA,pop,
Mariah Carey,NA,pop,
Ne-Yo,NA,pop,
Cobra Starship,NA,pop,
Kanye West,NA,pop,
Pitbull,NA,pop,
Beyonce,NA,pop,
Pussycat Dolls,NA,pop,
Nickelback,NA,alternative/indie,
Lady Gaga,NA,pop,
Akon,NA,pop,
Coldplay,NA,pop,
Akon,NA,pop,
Jordin Sparks,NA,pop,
Flo Rida,NA,pop,
Ne-Yo,NA,pop,
Owl City,NA,rock,
Linkin Park,NA,alternative/indie,
Daughtry,NA,rock,
Beyonce,NA,pop,
Colbie Caillat,NA,rock,
Nickelback,NA,alternative/indie,
Fabolous,NA,hip-hop,
Boys Like Girls,NA,rock,
Britney Spears,NA,pop,
Jason Aldean,NA,country,
Taylor Swift,NA,pop,
Rihanna,NA,pop,
Green Day,NA,rock,
Soulja Boy Tell'em,NA,,
The-Dream,NA,hip-hop,
Zac Brown Band,NA,country,
Beyonce,NA,pop,
Iyaz,NA,pop,
Brad Paisley,NA,country,
Rob Thomas,NA,rock,
Jesse McCartney,NA,rock,
Britney Spears,NA,pop,
Justin Bieber,NA,pop,
Lady Antebellum,NA,country,
Kelly Clarkson,NA,rock,
